src,dst
52343,114570
197906,96340
124622,982
213872,159376
146,191798
92787,145385
145632,130010
125167,83320
184160,177161
2494,185497
149361,15998
68395,73568
32951,164276
212417,73992
94217,111105
166620,29047
139618,132075
218661,84828
184221,83403
101161,175506
107729,57693
149985,112223
186647,102
119031,185617
172482,167879
43693,99023
217452,31569
33870,209587
36570,218338
83745,138717
172366,92142
205287,37294
173302,61848
79191,148820
216546,211438
109519,130340
180793,217006
124562,148484
211001,99211
170024,81133
28593,6031
53628,131272
176180,51462
123334,199764
168850,81985
218252,190298
146130,4911
138062,20895
2177,176857
44522,109489
197782,46103
155700,96574
148925,67524
74684,108052
30256,87068
148253,83354
135439,126027
149201,131991
136788,83403
6840,70606
218596,43666
62350,128763
152850,148870
121954,114286
183262,162096
29823,1064
193147,5563
196886,5668
28784,146420
122893,81589
1925,58731
65709,19811
121636,170818
134248,172952
136948,192836
14052,140423
141649,212492
146698,23378
188286,2151
15358,160164
70443,10686
85985,134808
30460,13628
59850,96701
190339,40344
28692,46121
189026,74338
33724,120661
191514,186493
218513,65807
82978,24530
58189,208530
27340,133013
117526,200113
106122,142370
1825,147697
170287,111150
184946,29047
47868,131593
77110,101375
34980,149351
176566,69648
212983,126676
5279,99670
113322,90587
38302,159544
130434,18444
130565,171571
55500,82001
1854,72560
43199,54086
41836,51538
158613,146829
208347,158555
123696,111508
169203,133638
47915,106317
139181,155807
22344,137691
136611,203852
218409,41583
22667,216022
122169,134157
67453,182598
68005,185946
77299,104756
52761,212937
198925,119010
97435,210647
192860,116389
189449,33227
109329,160059
118986,123653
166070,195975
127730,55786
37141,24212
100599,171483
32501,54038
159482,173684
185236,160971
190720,90314
110254,163688
110920,82577
107189,164906
42048,83886
155174,83428
32631,138852
140520,211866
34578,34534
198612,196344
23853,128327
202953,104743
90882,157085
40287,181658
27631,127742
164631,128216
106317,47915
165319,102086
119191,19453
52516,170943
13697,7233
119846,42207
105634,147672
173228,41462
56746,196931
43363,143310
124574,7910
4627,100420
22344,137691
42668,173242
206895,130021
42649,158420
157134,42601
130872,101867
139646,77307
194338,12425
85638,202487
27348,154393
78190,144710
112450,37807
176067,81599
210827,13228
29869,68924
9003,192581
174282,132685
56097,210156
65721,62988
152942,189698
116761,95344
47887,18445
172784,52516
212006,96512
109452,116024
102844,118023
38744,74085
153920,180928
117684,29806
169759,141809
31701,170965
138844,59597
166451,150622
152044,160601
212515,58704
171896,192381
206474,158728
3617,54138
100843,54028
110344,35181
143643,57257
164263,123583
61992,39131
18279,157461
215133,100760
126217,24617
2311,219510
189411,7642
96574,167112
80314,24537
13593,86011
184650,154223
6790,149129
114011,64719
196167,149291
71539,64319
191736,29723
229,54553
141827,66278
196355,113386
7867,136186
170524,5851
139472,186965
169866,172950
88375,40556
213566,183956
170484,81147
110088,121070
118548,2060
209177,76305
39864,171480
110299,130051
105851,26584
120345,98855
179990,125477
149622,128243
218178,107870
22344,114472
200174,160480
94353,18023
154494,112447
116053,41971
197569,192949
46402,58948
33291,97080
185519,2348
110909,199741
143994,213891
17310,190852
26180,26043
118368,10051
101876,123505
80168,65373
176180,51534
124932,60369
42880,52757
66514,197660
43140,149756
142695,96477
132872,64352
62322,136712
73703,18126
106781,32239
20363,72137
128246,208784
156140,198861
145230,217728
180426,171078
81415,96829
106594,38433
109519,57404
56622,12215
109060,122105
119846,152100
174214,189664
39371,18126
111150,52123
34980,164721
117424,204077
91166,75465
110970,143312
32153,160803
140042,70414
189074,7808
80281,217207
80357,199327
176436,86657
25286,1242
180037,101792
133449,74146
137916,144919
180938,10393
196033,40522
60277,210565
78811,30792
9470,83536
90536,34436
198969,80213
57179,73765
149337,68769
11784,117454
182740,18437
99184,107309
41139,156949
87577,143310
9357,163083
130117,178427
112290,162297
188709,2809
129528,48562
182950,202440
56314,16359
128890,142958
32651,168071
164640,146172
201052,159409
138165,22985
191338,139462
183626,36054
152690,24959
11044,15419
212983,126676
49971,153187
166581,168437
23611,175700
203128,149678
35339,30644
211718,141809
96750,169851
44783,48312
175009,11776
46045,158463
117315,120632
30419,92307
11776,67140
190011,213731
33490,218315
89452,24629
103433,190940
115289,110366
216650,12229
157446,162621
108257,143986
143611,164702
168191,50176
210514,76066
183870,96838
134481,106597
200087,20763
104612,166172
151989,176412
78063,169346
6266,63886
85013,52761
136857,211606
65185,63827
31522,59226
186740,199785
134994,142516
24226,118790
66758,51021
75121,132197
20954,42872
129106,207286
62955,63353
199642,140998
56733,164419
131771,130193
37893,140120
13948,182043
23935,184730
215338,196085
196425,208914
184730,63827
144880,143786
115638,137089
75988,37917
28829,21000
54444,115638
111405,144308
192446,180530
56689,18162
13642,59644
77572,29784
96391,200962
59711,87326
5766,50070
215703,88918
74528,102868
4771,171696
45647,26841
217089,113004
214686,62546
27537,213880
187009,25693
5910,86942
197066,82221
158497,209220
72349,129571
180445,192817
52092,140198
158456,10999
62848,210505
82327,204474
85390,88338
92539,119607
47306,175771
163540,6073
170964,98532
17087,205061
159397,48292
20078,117550
146746,65185
48254,62955
124861,101401
29621,153459
212771,82221
65185,127951
16516,218277
85362,164297
162509,157320
85725,5234
93864,171479
117109,153284
155754,70349
66112,22485
159708,25205
203322,196762
205552,148190
35423,170943
136478,157248
185505,63819
164344,97288
20180,61434
155942,129802
57712,22494
143927,213902
182679,166485
202593,18195
186621,130626
128496,76200
73046,156716
88359,103305
201593,142215
60125,185647
145320,187131
130565,747
79529,60264
193931,61644
44351,102086
60974,173915
127956,24142
58229,5206
73928,160824
96476,96442
65703,44893
152091,117746
155406,37016
117632,135731
107430,95866
3920,171175
87367,198408
175321,81011
162096,167571
109171,117647
72452,40389
34769,55180
148212,65613
58827,22581
142059,159825
44360,206589
118298,84683
65529,56248
14855,26790
127742,144544
189109,149690
199473,71067
217686,215604
174677,175853
13531,87491
126632,14928
199672,117471
86302,125651
203559,59975
102541,86878
29945,126302
106982,88718
139774,47260
146920,87572
59962,6424
158728,92275
63888,198119
172557,117429
3842,20799
216913,125461
66547,99261
76584,207585
42196,168417
5912,14714
71813,29423
218881,145336
93002,26689
133590,33394
204783,32238
201727,38053
54130,9340
84634,152933
181558,157286
58704,171442
167216,92275
43623,196055
189794,189844
94459,90166
81503,62322
88718,106982
186621,130626
158569,3920
31571,159708
179294,46770
12803,154062
66303,107917
61879,9113
155942,218005
176502,72898
163971,181734
211195,129591
195517,38359
196625,70552
204536,36827
200953,73391
91448,144687
201847,130225
186056,72313
105856,126337
2498,29503
88019,25675
145339,84765
79652,109081
45682,79652
23807,127149
25675,48330
134763,194591
202824,207632
206513,116833
65373,26534
218057,40836
160219,98200
202785,32980
40947,167391
147189,87740
51,136933
89032,100836
151541,109637
172120,42649
10880,58078
43590,190869
155441,29968
40285,107352
44855,118128
53965,84282
33772,17967
197905,97145
83838,62570
97991,70176
138336,204158
91005,51388
34699,130344
106287,86305
96753,30571
188683,63427
100423,88919
181661,68105
9521,170332
210394,49589
123295,204719
54440,216020
57608,129992
156935,149758
218450,156935
14596,96701
11968,101615
160306,451
95763,9009
140232,203258
139559,207009
83435,207468
130799,82672
26567,197616
74072,114704
8618,14861
79071,188540
126317,207200
59850,158053
184128,63932
134185,149435
58645,6308
70569,194082
12794,141146
201401,105820
58380,83097
209307,129793
136611,26203
191473,42252
143688,175484
17765,106756
78319,178950
16983,95277
202428,109637
69242,171735
15418,203957
31269,212630
72898,218005
59676,190826
46778,12571
219032,46263
17198,85593
12827,56984
26859,65821
3692,45682
157889,206083
43697,37498
13431,167805
40718,73391
212857,178924
181960,107100
35621,16245
11037,162403
215200,214392
29082,113126
45682,199806
74853,174548
63682,84204
173606,186912
79473,190608
177758,70559
139559,169300
12190,130528
104654,194931
32239,6244
194269,113647
18241,156546
123020,173438
122331,23801
216352,133883
212586,23067
52014,192285
118146,74650
184434,131425
143792,72478
44287,2514
121896,137572
219408,142509
67643,188864
38424,18126
16691,173578
13775,142735
132232,214583
130488,53642
42802,47961
155441,110356
168725,91423
48739,1331
5271,7429
5912,80213
75968,83375
22357,173168
159400,41032
115625,213332
144269,28786
24626,49574
100372,107426
111301,199567
206854,33129
189788,78770
88852,88664
126347,184148
209522,112202
136743,98181
72028,60612
171061,159393
20578,83782
136964,192117
4838,4047
25184,167568
12005,164973
178704,10487
215867,159333
95799,112632
147086,206194
33502,84124
79117,47875
181657,49276
96793,20729
86660,219444
88468,175771
4402,57543
213150,190322
163925,177200
200113,92307
22516,6918
167080,66162
92307,200113
70186,3287
32932,149089
144136,167841
50157,84295
25813,152190
163212,3189
58149,130556
77055,92621
67342,34624
61004,53214
62662,33293
1625,484
136801,215344
1930,36701
153572,214374
149711,51514
139298,101065
148924,64816
165810,58493
133920,37113
132154,37745
32899,165319
194332,166269
200222,113106
174219,53230
155970,85510
46470,119618
21252,117707
17808,115175
54553,116930
102166,33085
61744,180231
46898,66540
11866,145259
184373,46600
87158,190822
130337,150271
193521,60841
66418,48248
218226,114755
80314,34741
182157,123020
185043,166510
105520,47004
71911,41750
85514,20735
139907,151610
200626,209012
51997,94389
79915,91849
101251,54358
214225,34512
166211,93422
131262,98620
168667,60285
70260,157244
66464,170876
160987,195372
67884,138989
83402,71683
194835,136530
203953,174830
148326,141018
111962,170957
72637,111810
41622,19182
151434,217855
2574,22544
170499,28138
103541,103911
142219,183415
207964,139898
56110,68068
180442,84875
6631,53958
1728,156831
64324,137958
115282,154283
182529,1268
146355,70741
123519,21760
170246,198922
143281,217898
161821,99412
218782,96381
64324,137958
42993,55898
50014,214903
39512,119653
83995,40537
185433,146878
60638,102311
159155,53705
73933,16948
130433,191777
28034,211182
31769,46900
177059,97280
10113,175653
97829,6593
16224,92338
193100,81045
187625,120563
144561,206858
62139,143219
131459,95824
26847,195684
169053,15827
103641,37482
131075,171890
207098,130990
70349,90632
116734,67964
148526,5137
191338,120366
119727,113167
160251,91357
56331,139621
181980,54694
6943,15336
15337,198725
38800,138805
56331,15470
200367,78724
8076,192301
59986,98199
15121,37482
104756,77299
128584,34117
107518,108707
41328,93728
53315,197600
73219,183132
74522,3674
178645,25688
128584,34117
38614,170720
112447,203653
11068,119849
2379,87025
91919,197316
154530,99088
69458,97558
110120,193274
29852,53315
144366,34117
1225,151805
40853,203053
96549,86154
132660,55283
74531,40421
74591,189363
95704,133175
35621,80811
178973,169129
150394,158719
33156,171624
26734,66281
132374,24544
151582,17190
78643,145077
118415,13654
159978,57580
166782,55670
201559,96609
149933,158640
132776,169938
167744,61720
113602,177694
196716,35259
62981,51602
137123,89282
63486,26534
183770,22401
110212,88123
91855,5640
119045,37151
32158,71431
175547,529
5292,74767
90882,174393
94975,208614
16072,72144
85657,135475
207118,996
148923,1665
50696,126019
138797,78312
111923,203084
183227,5234
86687,83886
111933,51243
218103,138022
188345,58340
57380,90123
16663,45508
25809,17475
184497,121871
52071,112210
175425,197816
96560,192099
19143,124587
118047,216063
67171,52058
100721,128896
128896,195906
53456,190116
51512,54518
151509,97021
151509,97021
56688,172274
20951,182646
79310,215311
56037,115605
132995,111976
113459,33727
189644,199729
123029,164648
22043,183216
171960,37422
192997,83428
90143,148191
95672,85635
177409,70584
178185,78416
155598,136254
19533,38502
188964,210338
100245,161481
3550,147965
190915,110136
16398,19331
125431,98811
74898,65210
216351,183927
197740,64138
194739,143985
86818,183484
164768,76527
155848,33693
3464,85265
195361,194508
152647,161527
140142,201827
173288,125267
33602,98078
107395,216206
184215,190438
149398,170156
81378,63209
179267,55020
54553,54038
97243,178376
165255,169280
95799,112632
42861,98620
87331,133527
197016,37355
163865,57864
49276,186179
84376,141876
124233,198071
19803,129562
92985,104739
167317,185584
175332,200398
144856,167397
84195,140323
109791,101819
33416,84701
182740,195206
3554,207244
51120,69194
62576,36384
60899,47558
12291,83954
122918,219218
44872,167901
110136,140324
219357,122476
5681,197584
37196,200852
108208,74308
74308,108208
108208,74308
64080,182182
121926,125575
196820,57062
197473,11519
211596,89994
103444,113611
135904,4955
118709,31772
44021,195448
184680,30759
120743,169867
185607,176828
192343,11838
81268,70906
39119,9363
72600,83437
120062,160602
150190,93449
169153,131252
205149,92985
104110,119264
120398,197584
212407,1975
109059,109978
13771,2532
166975,174583
118185,189820
40560,60018
66602,30222
28084,196598
132972,185617
15014,8744
47178,116131
187157,119002
159405,82550
68750,58546
116123,218650
21036,154820
59434,4947
84587,44551
86587,193917
128698,38003
101861,14079
202628,91539
152292,174001
40590,172361
135704,185878
190710,56596
179096,112400
96513,132492
387,139414
116846,84319
17064,5743
202574,3802
149804,194400
152518,186579
174403,113234
63907,48854
93743,126676
115022,203057
213072,44938
56658,153622
76886,88634
206266,76886
103356,191240
100737,9126
10765,175698
103564,142209
201642,19146
15437,141827
216797,38492
99770,76222
136769,60449
69967,29831
209218,78586
81725,207657
106801,26975
73164,135813
62551,173337
303,177014
97684,59332
108597,125824
7704,206857
75583,113309
99577,123152
116692,140952
122138,146203
210694,76077
181283,91714
183929,35698
33112,151556
183666,115514
7915,66112
119214,116400
176393,199431
182889,99241
79833,152524
61642,15205
27545,55172
57814,69637
156190,44892
131539,48391
170812,83871
85647,217890
148534,155915
71718,179634
48,10849
176189,63291
137948,54605
182849,73890
175372,93036
8272,73570
13197,117191
217248,30308
217640,84274
207305,95155
206734,207735
90882,63683
76774,14178
187967,70534
90817,20197
196494,165319
24142,47283
57441,156475
199269,53419
71592,50698
71379,54401
50189,215804
111754,157123
208558,91057
212136,44434
173403,147730
140629,163107
803,17310
50374,165315
204011,159794
183113,52277
93011,104964
39379,10822
21743,52472
76558,152100
26727,86763
27545,55172
9213,151556
137337,155807
140323,73206
10849,48
179843,23582
27360,87791
139495,22890
140562,147680
6640,48039
108597,63313
102065,173335
133001,6116
173227,104445
47843,76524
112002,8185
147972,67356
104125,138560
111147,203775
113462,14882
204402,40947
97752,50451
11918,110870
199842,127004
32277,6613
164369,5005
76799,131705
101977,81526
38502,184220
184478,80864
71661,113419
127107,35533
128807,204179
114972,199558
122754,107356
33958,144147
34823,75336
130166,93894
103155,188263
91455,81112
211637,113884
18140,190346
71552,148924
114702,115705
7716,164637
71379,82751
67841,85514
149758,22956
2652,200714
200087,27721
32118,181831
140629,65031
81044,192924
4760,116367
114475,190510
4627,100420
76784,4627
206322,101388
39617,50674
201179,28029
103283,109059
75983,157201
198590,51426
39686,803
172366,15162
22810,92580
117522,119954
120382,146464
205029,120844
80461,31891
181091,170489
193948,56960
203780,42861
209065,65529
107729,119040
79833,36597
108765,198925
98734,128130
53347,42309
128308,107278
196098,217348
30530,169115
182962,141181
24938,217453
171031,14659
106926,180305
172366,28034
197839,204755
133005,53411
94320,114708
77307,52837
198570,53064
137360,89896
110366,26396
116254,206600
97357,133243
149710,218221
195976,201033
95923,37191
25219,124345
136738,38048
8774,114678
192396,90243
72578,161742
53520,184255
39923,124465
202983,181708
115962,205031
144167,151926
214907,169198
14636,47470
18445,161373
182574,23853
92385,210584
214057,140282
117522,109588
109827,214091
803,17310
149193,50451
65529,209065
94265,78982
163220,114903
26444,8399
89952,27340
43053,54175
151865,92615
206755,143575
6383,138189
216998,89609
187463,136941
131645,136941
80274,70606
21682,45724
90284,94696
41102,121749
8691,58190
22123,214683
150041,41102
48562,113782
10478,35410
94767,107000
212586,95751
133321,122356
108059,184211
187366,141322
180899,8930
186123,63842
747,149710
47377,51851
170296,16472
88203,13184
115175,17808
71398,91119
42067,179263
22104,41691
141835,38342
102514,39816
71503,171549
159536,71851
85255,4727
140879,116261
54894,91133
48285,134916
50213,91926
212978,67655
50540,108168
16307,55078
133848,56505
124880,47599
113739,212648
9213,193121
36299,176497
36299,176497
23582,139321
155875,9213
100809,147492
182082,155507
5834,166321
48918,1355
1322,214273
102312,155534
138920,155813
113271,83523
73358,133552
91527,16359
42879,6718
32697,120172
28675,84244
76247,129898
34098,69189
138600,147992
39108,42391
11882,100528
141489,22095
174277,217462
87101,180003
111790,62605
8870,139107
212748,165048
754,138414
183262,178931
183001,89133
194332,114495
40571,117018
56018,172565
131084,4325
177619,74026
132388,110002
90910,28221
26538,8870
137168,6049
208394,103247
68462,103723
182799,19266
212051,44789
71260,14738
60469,194739
5510,170943
187069,183870
213622,157212
24332,59475
9743,131898
171715,82752
69344,161241
16751,168061
102945,161362
22344,54648
33124,99304
137597,176011
114759,9872
95763,58062
83948,20602
207107,101124
93711,160363
218221,66471
60223,110549
206804,140682
27486,206878
123425,134481
191839,24539
131452,98042
158161,94485
143310,182574
165784,155049
46156,62576
127134,191134
93803,195477
61719,136186
17297,102578
160769,16897
24539,23595
52833,217046
173818,171659
210834,157891
93019,75248
66189,52403
133795,136097
116278,169697
177339,83190
70313,199584
90369,65379
112445,52516
180688,38122
34641,102654
183415,146920
156140,198094
77537,55925
88067,210313
218863,63196
22775,110314
651,70839
47302,131384
133219,125696
135017,213862
85570,18497
17767,216939
112667,80826
3001,205940
18012,216860
166881,204028
76890,25505
111790,190619
16357,70534
72406,51713
146029,64232
145138,212372
179583,179699
129732,32985
159704,51152
204600,42935
203972,217610
171175,121625
24308,142958
199504,57034
191201,72413
198104,60249
209012,22837
203956,120199
33956,135949
148753,72961
37428,33006
26538,217640
5561,109371
77074,23194
142958,82023
89382,117057
192330,191624
178069,124018
3200,204077
158307,79269
218219,6521
212194,25184
150534,98485
109778,72793
212652,207592
215933,8848
46574,16302
12206,92043
62453,96543
72017,149420
30775,212998
24918,133225
82087,34159
39479,115200
903,117454
73371,117840
40804,100305
39616,162312
55683,88507
171896,105125
212435,210156
83948,20602
107604,114685
180504,189025
140883,38043
5719,175967
165258,159799
61031,214505
35499,34140
87977,195078
57015,137920
84454,213517
21422,189978
46748,153306
65316,95839
125281,105040
81117,34856
175967,114559
7459,115431
122868,91210
64511,218153
119940,207984
117106,48254
137089,115638
43582,11079
156171,129151
69335,63010
121027,10632
14833,31183
198256,111035
198779,42076
54261,52303
127172,121485
118,156171
101147,189577
135123,116563
118557,203715
116720,148434
6443,212634
102660,25727
175697,186111
203322,195214
84427,183718
124705,193274
47390,114559
153695,98167
92027,51870
47390,114559
27634,35619
202099,191825
179576,182229
8793,159594
47873,65273
137691,141123
159708,170618
137335,153177
18327,88019
46706,124789
38351,81138
56348,218967
153306,37474
21556,205566
13814,44428
130573,3678
94718,172086
60047,48218
17765,106756
197712,103969
196886,151950
89184,180134
124412,187840
44395,117429
89106,174533
79019,7803
47769,210999
189855,59569
212423,80142
30182,212051
128876,192325
156499,126089
101767,172386
165892,94360
198359,146616
155534,47390
130752,92985
100335,181833
21448,56546
107690,208972
64570,146829
85635,216295
92111,97689
219685,147613
136271,156587
205023,72919
78517,144360
176180,12669
189603,103161
123334,161085
188709,2809
58223,27616
91723,139089
154671,9476
63353,120345
148347,157852
133369,8344
124079,163113
112364,106735
147451,179219
116894,46476
76307,180232
115397,171343
157359,129440
109623,1171
75222,36717
152921,86195
25888,50714
184065,90213
129840,210572
146073,136867
126548,74815
196886,151950
7803,79019
17968,75967
205596,213738
76242,151593
93702,40537
151415,75967
43223,166124
190754,207546
148958,165660
173872,110047
170553,149837
114797,130204
83097,162048
88347,194046
182348,64116
119612,54651
45682,2297
113643,208934
95831,194790
30346,127732
82078,14353
165198,211277
168765,125856
169209,45163
160515,88019
29503,79546
13756,35283
135876,139263
109773,188729
23962,45606
162247,116028
130124,162932
2498,29503
93363,118128
199575,114475
146094,214326
128643,71448
65908,100420
193147,32270
176552,111554
161926,126947
12237,35937
81002,6383
79066,104039
156979,155942
120436,177220
15998,33772
9116,175771
100836,203115
137691,22344
17443,68804
217847,40231
95655,111751
42649,60642
91154,139001
18492,161021
25177,157493
117343,59855
162495,48281
103649,75926
183032,168582
48236,211928
130727,111243
144516,77616
129031,27110
4828,104519
88555,2687
141322,98467
157888,61642
61896,82372
187931,184125
187216,169300
195738,176516
161752,46042
191243,164934
12756,56277
98649,87985
45856,46100
205668,7416
170811,144187
142029,168744
155534,51516
114704,120020
84713,198014
155534,150744
191158,4444
161119,28670
30699,180730
155877,202413
159333,76560
2283,17418
52009,156935
14188,21904
122581,17464
135123,146939
56304,29984
89023,19698
7803,117350
77019,99304
8793,153658
62537,20445
174548,182228
108067,17366
172372,49004
58101,203432
19358,24311
24542,207899
175771,19250
194133,152921
101562,44944
27409,136844
136612,146568
66270,181333
109081,38696
37725,11494
113013,179121
136611,203852
141287,577
131080,74220
118185,189820
110127,113013
179918,16403
194739,191338
112146,111935
42438,85987
214281,36981
177587,151123
87386,83926
217891,91085
27595,76407
178613,45682
201320,5704
168125,49368
65533,24563
120556,122112
96400,146396
185505,204838
84713,101106
93901,192844
192752,22371
49936,214092
28710,127149
9188,101169
151541,47390
175771,31745
101169,9188
187509,34518
22739,126309
126759,2618
206033,168958
130006,51959
60878,87392
134907,120562
141738,110519
49574,187358
174568,216550
197827,102152
100473,181862
179450,36840
197386,204783
32366,52446
198538,72763
16311,21226
113903,92379
65289,148066
216532,211578
216308,144260
63312,11661
211956,2055
61495,97871
216945,41311
159547,125289
95060,88845
171477,91690
216259,166411
89012,158670
72443,19465
50473,61999
207198,84082
67141,118949
65299,181178
145972,131640
175808,71572
159333,126873
81746,150942
144825,22022
139642,185595
50728,143001
105811,131863
17757,176931
145338,130215
138600,154116
131670,49255
46439,208333
110017,176042
100458,76696
157386,151294
19739,144518
124598,214922
71624,50622
192800,74644
188897,181104
49276,163560
25555,29638
56018,38887
191445,112692
40221,208971
73922,207703
124346,44607
71262,201678
96476,148347
201678,71262
204091,68596
165637,112088
136743,197549
174253,67524
122861,174438
38140,155101
56737,121446
209925,125406
34769,198996
9357,163083
218252,44255
90736,114050
89822,152074
147153,88852
114595,206190
181658,40287
182817,12680
108696,117828
9834,47038
115630,129385
130388,10970
94585,87025
56222,217197
96793,20729
102696,64271
204654,152761
164919,195372
218433,190812
62342,92525
153273,155996
43975,89002
170943,192191
203578,193073
94113,64600
165443,138778
87019,144269
144269,87019
176942,62322
118949,7812
194775,192489
178394,61003
152227,87756
136488,60033
13369,124570
214152,47745
21601,128528
114559,60469
139100,39567
130182,128043
164287,114604
218808,181657
108804,145918
42276,211578
14934,191846
217006,17138
94337,178397
25286,162312
42314,214374
165745,5484
108042,157025
44775,28651
91909,55528
6021,53387
23780,104743
155272,57373
139368,166225
79699,75125
155602,62253
121366,37636
174856,14332
153540,32857
5557,124088
21927,25763
122180,128798
191179,120154
199527,125732
126289,81074
13021,180191
146769,4408
21040,5764
169870,25142
99547,140136
153147,98827
213657,186621
214075,18618
93995,207101
149400,70210
116949,61134
120179,14098
110017,176042
106442,48768
78473,114050
42601,1353
53642,214117
131262,63129
164431,156835
72349,116146
4860,64336
164948,100313
74451,66761
97235,209598
187869,136722
38154,132349
72341,180811
38160,151816
155150,137087
184681,114081
141649,70749
43438,118588
118559,27228
187918,176034
54894,49156
130166,157560
46200,42749
191577,79304
20636,8600
193585,90262
48929,157999
93572,44414
97806,158816
94854,205967
55288,219587
69636,89651
137947,185301
154585,161022
113591,212274
34901,190402
44264,67401
93360,138336
113135,74001
11725,105523
137114,183913
22956,152341
147833,34574
69357,101962
142729,103223
77365,35526
20069,45520
213332,30725
89454,110216
14098,4134
51678,34741
69391,53568
140345,50139
33070,42134
217861,196451
113885,147697
90618,196337
170212,96573
92815,189050
187358,92815
148028,42714
162300,31273
88680,145454
161540,33309
204811,82815
119706,136899
27687,52844
142935,189734
137536,80972
82198,51808
132448,105619
62576,205329
218476,59829
87422,181178
193210,204281
3688,53616
94546,42351
142859,156557
148642,51425
19944,209266
7049,98663
17340,166710
126013,43461
181178,34160
13066,15885
34400,31922
8687,106600
189169,88653
39041,139200
122331,92183
76385,143859
160711,88089
107417,11464
71214,2663
131646,196638
58294,50659
128458,166254
201904,188122
61439,149400
158997,205513
139486,126105
128328,114752
16336,75213
203516,72939
34094,99845
195922,180305
35956,179062
148660,82752
57551,23549
3102,73703
47682,211578
131262,30644
84873,21328
107426,132585
31065,37062
164980,193613
10468,10230
123976,60547
89954,79033
54921,168794
166624,77471
84795,70036
21761,62994
87670,149369
125921,157363
206681,47772
184401,94704
1691,36799
39333,189592
38502,84446
133267,4532
83375,216281
49990,54498
213748,193233
125656,198172
14471,31865
99261,192786
180595,175173
16304,193756
112758,140998
105523,34019
120413,115282
128889,28034
50032,152456
172169,191501
181950,198250
37230,85390
35116,47149
67463,90602
68265,1123
165383,41637
216207,57096
14483,114513
11377,199030
12697,199030
88293,128628
40735,121610
209545,162247
55314,149920
187581,53293
93087,106942
104882,163863
54818,211182
76975,162759
182265,12050
76503,174221
154506,51861
78175,78767
71448,112087
213259,71831
106254,205510
41858,85321
99828,184966
21110,176351
120619,11956
140792,85321
711,206703
156073,65388
10383,111588
36899,65103
68649,148162
130157,155618
98832,12183
103877,163183
40733,4182
214866,61312
8259,192902
148365,62718
128913,210748
4040,26843
29392,163382
13689,104613
207286,73327
21295,71765
119646,105680
64017,150250
59797,123857
190802,106524
200158,170990
50207,37836
211260,154283
129559,8256
168065,163298
62988,119604
216872,87505
179085,77196
21110,44075
1728,4064
51942,167964
129069,218090
211160,185422
102453,138941
109336,23699
216302,52696
49070,84157
178380,38894
65813,152737
99837,96444
67046,81044
180235,103299
116378,81402
196387,17975
215737,14389
108481,77003
105075,95123
14139,153529
60923,105035
51602,62981
174718,144921
95548,52721
37114,159159
172360,156816
142321,81741
180134,89184
74517,41121
112611,97990
80983,93028
22009,42856
138156,3087
35372,8386
97558,185603
167508,175991
213292,50046
120059,166847
103827,62592
131075,41472
155603,20547
187853,107146
152835,152283
186536,129151
205809,187303
210683,56082
74039,166847
91290,158640
40264,64183
151516,19832
132815,174818
207921,197169
130661,152606
134492,109294
76015,50692
34422,32767
189208,75317
65989,172993
68572,41203
60847,33490
6676,14458
106757,184355
2386,150228
194102,16089
47127,102706
125238,200715
139211,1708
85161,175771
34218,95773
151516,33826
88535,204090
60891,128002
27025,9213
32440,41135
65375,47005
188097,193493
90882,217769
34039,171582
130419,194803
137586,211237
5651,153545
216913,125461
206449,31675
68066,26043
146694,44395
121197,37708
105879,143487
214913,216108
2784,218804
105719,217144
192533,78182
138077,66218
35090,95525
48817,88877
168557,48067
136189,100469
29419,64075
219687,170758
42120,132916
74663,64537
26290,109546
137887,18180
202026,177390
115701,70125
53074,174204
35181,41807
10551,5581
48666,184012
27927,15606
80864,137191
46511,83023
87531,96999
185068,25544
133143,79460
39897,121083
129254,200710
155565,175585
175585,155565
100162,1092
60692,153367
7174,2176
167117,104799
59448,23508
41177,121736
168783,40944
2440,7937
103341,8259
102278,14065
138414,60449
57203,4387
106827,45229
166975,76767
171993,178166
78730,201735
203239,143395
177097,84102
53893,208614
156631,157006
163951,183831
77351,192940
121216,102346
136828,72841
193998,118917
174073,199322
68401,35380
218026,176506
15437,196721
165784,146923
184635,126391
41937,212038
170592,25029
60277,37582
43227,202252
54263,206422
122476,5872
98231,503
128698,174846
207287,218637
89086,151081
128154,46008
7134,92022
32569,36629
129840,47080
90151,85907
67453,143936
19489,120978
116712,219353
154266,175700
13555,105309
205112,161552
216750,33203
23582,211440
132579,90882
5292,74767
114633,49587
139302,95469
160919,118713
152594,71597
82897,156226
133527,41963
74078,118917
68401,194741
106922,43639
51894,94915
19764,81161
200463,49143
169153,43227
9470,12537
62488,124490
194986,2673
144518,22253
16391,64442
161321,74406
150020,18012
80558,216175
7546,169673
100618,169673
184434,148755
134829,19487
9470,12537
173351,63719
215777,53167
144173,124526
130462,214048
80558,79303
17036,214627
176809,181708
131118,6984
48350,115118
215517,190623
82908,152697
162080,174841
162269,162213
214906,132329
1380,198689
68486,172223
144572,11870
123881,114264
138104,115016
87112,70525
181730,171276
38769,6808
204785,200418
28231,32804
137606,90918
164444,120747
19335,61261
32890,174001
154128,175777
48854,63907
97243,33487
56711,203057
88051,189369
203057,3581
178606,100033
123882,129419
148031,190457
207991,111997
84067,69628
